trip_id,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,rate_code_name,PU_Borough,PU_zone,DO_Borough,DO_zone,payment_type_name,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
50043,2,2023-02-01T15:01:55,2023-02-01T15:05:52,4,0.93,Standard rate,Manhattan,Upper West Side North,Manhattan,Morningside Heights,Credit card,6.5,0,0.5,1,0,1,9
44929,2,2023-02-01T14:06:33,2023-02-01T14:10:02,1,0.75,Standard rate,Manhattan,Manhattan Valley,Manhattan,Manhattan Valley,Credit card,6.5,0,0.5,1.5,0,1,9.5
20085,2,2023-02-01T10:16:07,2023-02-01T10:16:28,1,0.08,Standard rate,Manhattan,Flatiron,Manhattan,Flatiron,Credit card,3,0,0.5,3,0,1,10
108860,2,2023-02-02T05:55:19,2023-02-02T05:55:27,1,0,Negotiated fare,Queens,Richmond Hill,Queens,Richmond Hill,Cash,9,0,0,0,0,1,10
47046,2,2023-02-01T14:56:27,2023-02-01T14:58:15,1,0.34,Standard rate,Manhattan,Flatiron,Manhattan,Flatiron,Credit card,4.4,0,0.5,1.6,0,1,10
32505,1,2023-02-01T12:51:26,2023-02-01T12:55:49,1,0.6,Standard rate,Manhattan,Morningside Heights,Manhattan,Morningside Heights,Credit card,6.5,0,0.5,2,0,1,10
21778,2,2023-02-01T10:25:29,2023-02-01T10:29:49,2,0.63,Standard rate,Manhattan,Hamilton Heights,Manhattan,Central Harlem North,Credit card,6.5,0,0.5,2,0,1,10
29746,2,2023-02-01T11:45:30,2023-02-01T11:50:21,1,0.68,Standard rate,Manhattan,Morningside Heights,Manhattan,Manhattan Valley,Credit card,6.5,0,0.5,2,0,1,10
15313,2,2023-02-01T09:19:04,2023-02-01T09:22:06,1,0.69,Standard rate,Manhattan,Bloomingdale,Manhattan,Upper West Side North,Credit card,5.8,0,0.5,2.7,0,1,10
10810,2,2023-02-01T08:00:41,2023-02-01T08:03:30,1,0.37,Standard rate,Manhattan,Upper East Side South,Manhattan,Upper East Side South,Credit card,5.1,0,0.5,0.9,0,1,10
33119,1,2023-02-01T12:44:19,2023-02-01T12:48:04,1,0.8,Standard rate,Manhattan,Upper West Side North,Manhattan,Morningside Heights,Credit card,6.5,0,0.5,2,0,1,10
48777,2,2023-02-01T15:29:31,2023-02-01T15:33:35,1,0.66,Standard rate,Manhattan,Manhattan Valley,Manhattan,Morningside Heights,Credit card,6.5,0,0.5,2,0,1,10
13054,2,2023-02-01T08:04:48,2023-02-01T08:07:47,1,0.55,Standard rate,Manhattan,Lenox Hill East,Manhattan,Yorkville West,Credit card,5.1,0,0.5,0.9,0,1,10
34658,1,2023-02-01T12:41:30,2023-02-01T12:47:06,1,0.8,Standard rate,Manhattan,East Harlem South,Manhattan,East Harlem South,Credit card,7.2,0,0.5,1.3,0,1,10
34371,2,2023-02-01T12:00:36,2023-02-01T12:05:32,1,0.56,Standard rate,Brooklyn,Cobble Hill,Brooklyn,Brooklyn Heights,Credit card,6.5,0,0.5,2,0,1,10
110103,2,2023-02-02T06:40:18,2023-02-02T06:44:46,1,0.81,Standard rate,Manhattan,Bloomingdale,Manhattan,East Harlem South,Credit card,7.2,0,0.5,1.3,0,1,10
59792,2,2023-02-01T16:43:09,2023-02-01T16:47:57,1,0.94,Standard rate,Manhattan,Central Park,Manhattan,Upper West Side North,Credit card,7.2,0,0.5,1.3,0,1,10
34301,2,2023-02-01T12:35:05,2023-02-01T12:36:52,1,0.39,Standard rate,Manhattan,Upper West Side South,Manhattan,Upper West Side North,Credit card,4.4,0,0.5,1.6,0,1,10
113566,2,2023-02-02T07:16:46,2023-02-02T07:18:58,1,0.62,Standard rate,Manhattan,Union Sq,Manhattan,Greenwich Village North,Credit card,5.1,0,0.5,0.9,0,1,10
44486,2,2023-02-01T14:00:29,2023-02-01T14:04:42,1,0.66,Standard rate,Manhattan,Midtown North,Manhattan,Midtown Center,Credit card,5.8,0,0.5,0.2,0,1,10
9523,2,2023-02-01T08:07:46,2023-02-01T08:12:41,1,0.63,Standard rate,Manhattan,Upper East Side South,Manhattan,Upper East Side South,Cash,6.5,0,0.5,0,0,1,10.5
22947,2,2023-02-01T10:54:27,2023-02-01T10:56:29,5,0.31,Standard rate,Manhattan,Midtown Center,Manhattan,Midtown North,Credit card,4.4,0,0.5,2.1,0,1,10.5
33326,2,2023-02-01T12:04:27,2023-02-01T12:10:19,1,0,Standard rate,Manhattan,Greenwich Village South,Manhattan,Union Sq,Cash,6.5,0,0.5,0,0,1,10.5
43349,2,2023-02-01T14:04:17,2023-02-01T14:09:02,1,0.81,Standard rate,Manhattan,Yorkville East,Manhattan,Lenox Hill West,Cash,6.5,0,0.5,0,0,1,10.5
37260,2,2023-02-01T13:23:57,2023-02-01T13:28:31,1,0.62,Standard rate,Manhattan,Lincoln Square West,Manhattan,Upper West Side South,Cash,6.5,0,0.5,0,0,1,10.5
5056,2,2023-02-01T06:41:07,2023-02-01T06:44:49,1,0.8,Standard rate,Manhattan,Times Sq/Theatre District,Manhattan,Midtown Center,Cash,6.5,0,0.5,0,0,1,10.5
11405,2,2023-02-01T08:21:23,2023-02-01T08:25:56,1,0.71,Standard rate,Manhattan,Yorkville East,Manhattan,Upper East Side North,Dispute,6.5,0,0.5,0,0,1,10.5
33369,2,2023-02-01T12:42:54,2023-02-01T12:47:26,2,0.56,Standard rate,Manhattan,Upper East Side North,Manhattan,Upper East Side North,Cash,6.5,0,0.5,0,0,1,10.5
43235,2,2023-02-01T14:55:20,2023-02-01T15:00:05,1,0.65,Standard rate,Manhattan,Upper West Side South,Manhattan,Upper West Side South,Cash,6.5,0,0.5,0,0,1,10.5
46641,2,2023-02-01T14:38:34,2023-02-01T14:43:38,1,0.64,Standard rate,Manhattan,Sutton Place/Turtle Bay North,Manhattan,Midtown East,Credit card,6.5,0,0.5,0,0,1,10.5
46842,2,2023-02-01T14:35:46,2023-02-01T14:40:21,1,0.7,Standard rate,Manhattan,Clinton East,Manhattan,Midtown Center,Cash,6.5,0,0.5,0,0,1,10.5
48830,2,2023-02-01T15:46:55,2023-02-01T15:52:13,1,0.66,Standard rate,Manhattan,Gramercy,Manhattan,Union Sq,Credit card,6.5,0,0.5,0,0,1,10.5
109972,2,2023-02-02T06:51:34,2023-02-02T06:55:07,1,0.91,Standard rate,Manhattan,Sutton Place/Turtle Bay North,Manhattan,Lenox Hill West,Cash,6.5,0,0.5,0,0,1,10.5
6019,2,2023-02-01T07:42:12,2023-02-01T07:46:30,1,0.61,Standard rate,Manhattan,Upper East Side South,Manhattan,Upper East Side North,Cash,6.5,0,0.5,0,0,1,10.5
50478,2,2023-02-01T15:22:57,2023-02-01T15:27:40,1,0.77,Standard rate,Manhattan,Flatiron,Manhattan,East Chelsea,Cash,6.5,0,0.5,0,0,1,10.5
112095,2,2023-02-02T07:12:18,2023-02-02T07:17:11,2,0.76,Standard rate,Manhattan,Upper East Side South,Manhattan,Lenox Hill East,Cash,6.5,0,0.5,0,0,1,10.5
10272,2,2023-02-01T08:29:44,2023-02-01T08:33:42,1,0.8,Standard rate,Manhattan,Yorkville East,Manhattan,Lenox Hill East,Cash,6.5,0,0.5,0,0,1,10.5
16862,2,2023-02-01T09:16:12,2023-02-01T09:21:01,1,0.71,Standard rate,Manhattan,UN/Turtle Bay South,Manhattan,Upper East Side South,Credit card,6.5,0,0.5,0,0,1,10.5
18330,2,2023-02-01T09:14:41,2023-02-01T09:20:26,2,0.58,Standard rate,Manhattan,Lincoln Square East,Manhattan,Lincoln Square West,Cash,6.5,0,0.5,0,0,1,10.5
21042,2,2023-02-01T10:53:23,2023-02-01T10:58:44,1,0.6,Standard rate,Manhattan,UN/Turtle Bay South,Manhattan,UN/Turtle Bay South,Cash,6.5,0,0.5,0,0,1,10.5
39935,2,2023-02-01T13:41:40,2023-02-01T13:46:41,1,0.71,Standard rate,Manhattan,Meatpacking/West Village West,Manhattan,Meatpacking/West Village West,Cash,6.5,0,0.5,0,0,1,10.5
40066,2,2023-02-01T13:14:39,2023-02-01T13:19:36,1,0.51,Standard rate,Manhattan,Flatiron,Manhattan,Union Sq,Dispute,6.5,0,0.5,0,0,1,10.5
40229,2,2023-02-01T13:28:04,2023-02-01T13:32:25,1,0.87,Standard rate,Manhattan,West Chelsea/Hudson Yards,Manhattan,Penn Station/Madison Sq West,Cash,6.5,0,0.5,0,0,1,10.5
42817,2,2023-02-01T14:55:32,2023-02-01T14:59:58,1,0.5,Standard rate,Manhattan,Yorkville West,Manhattan,Yorkville East,Cash,6.5,0,0.5,0,0,1,10.5
52379,2,2023-02-01T15:35:52,2023-02-01T15:41:21,1,0.65,Standard rate,Manhattan,Upper East Side South,Manhattan,Upper East Side South,Cash,6.5,0,0.5,0,0,1,10.5
57127,2,2023-02-01T16:05:58,2023-02-01T16:08:27,1,0.47,Standard rate,Manhattan,Midtown Center,Manhattan,Midtown East,Credit card,4.4,0,0.5,2.1,0,1,10.5
7697,2,2023-02-01T07:40:30,2023-02-01T07:44:14,1,0.95,Standard rate,Manhattan,East Harlem North,Manhattan,Yorkville West,Cash,6.5,0,0.5,0,0,1,10.5
26862,2,2023-02-01T11:34:44,2023-02-01T11:39:30,1,0.61,Standard rate,Manhattan,Yorkville West,Manhattan,Yorkville East,Cash,6.5,0,0.5,0,0,1,10.5
34367,2,2023-02-01T12:33:52,2023-02-01T12:38:20,1,0.47,Standard rate,Manhattan,Upper West Side South,Manhattan,Upper West Side North,Cash,6.5,0,0.5,0,0,1,10.5
35629,2,2023-02-01T12:51:28,2023-02-01T12:57:59,1,0,Standard rate,Manhattan,Hudson Sq,Manhattan,Meatpacking/West Village West,Cash,6.5,0,0.5,0,0,1,10.5
53161,2,2023-02-01T15:16:29,2023-02-01T15:21:00,1,0.65,Standard rate,Manhattan,Times Sq/Theatre District,Manhattan,Penn Station/Madison Sq West,Dispute,6.5,0,0.5,0,0,1,10.5
109757,2,2023-02-02T06:35:53,2023-02-02T06:37:33,1,0.59,Standard rate,Manhattan,Sutton Place/Turtle Bay North,Manhattan,Lenox Hill East,Credit card,4.4,0,0.5,2.1,0,1,10.5
111553,2,2023-02-02T07:48:57,2023-02-02T07:53:23,1,0.78,Standard rate,Manhattan,Upper West Side South,Manhattan,Lincoln Square East,Cash,6.5,0,0.5,0,0,1,10.5
7177,2,2023-02-01T07:53:19,2023-02-01T07:56:49,1,0.84,Standard rate,Manhattan,SoHo,Manhattan,Greenwich Village North,Cash,6.5,0,0.5,0,0,1,10.5
7699,2,2023-02-01T07:21:56,2023-02-01T07:23:40,1,0.5,Standard rate,Manhattan,Battery Park City,Manhattan,TriBeCa/Civic Center,Credit card,4.4,0,0.5,2.1,0,1,10.5
11413,2,2023-02-01T08:43:38,2023-02-01T08:45:41,1,0.49,Standard rate,Manhattan,Upper East Side South,Manhattan,Upper East Side South,Credit card,4.4,0,0.5,2.1,0,1,10.5
22482,2,2023-02-01T10:01:18,2023-02-01T10:05:30,1,0.51,Standard rate,Manhattan,East Chelsea,Manhattan,West Chelsea/Hudson Yards,Cash,6.5,0,0.5,0,0,1,10.5
32183,2,2023-02-01T12:24:25,2023-02-01T12:28:57,2,0.63,Standard rate,Manhattan,Lincoln Square East,Manhattan,Lincoln Square West,Cash,6.5,0,0.5,0,0,1,10.5
42749,2,2023-02-01T14:18:26,2023-02-01T14:23:43,1,0.39,Standard rate,Manhattan,Upper East Side South,Manhattan,Central Park,Cash,6.5,0,0.5,0,0,1,10.5
109516,2,2023-02-02T06:48:55,2023-02-02T06:52:50,3,0.76,Standard rate,Manhattan,Penn Station/Madison Sq West,Manhattan,Garment District,Cash,6.5,0,0.5,0,0,1,10.5
113246,2,2023-02-02T07:56:47,2023-02-02T08:00:17,1,0.86,Standard rate,Manhattan,Penn Station/Madison Sq West,Manhattan,Union Sq,Credit card,6.5,0,0.5,0,0,1,10.5
19239,2,2023-02-01T09:48:45,2023-02-01T09:54:11,2,0.56,Standard rate,Manhattan,Lincoln Square East,Manhattan,Lincoln Square West,Cash,6.5,0,0.5,0,0,1,10.5
39865,2,2023-02-01T13:21:56,2023-02-01T13:24:01,1,0.35,Standard rate,Manhattan,Upper East Side South,Manhattan,Midtown East,Credit card,4.4,0,0.5,2.1,0,1,10.5
47258,2,2023-02-01T14:35:49,2023-02-01T14:40:49,1,0.68,Standard rate,Manhattan,Murray Hill,Manhattan,Sutton Place/Turtle Bay North,Cash,6.5,0,0.5,0,0,1,10.5
48634,2,2023-02-01T15:32:48,2023-02-01T15:37:21,4,0.87,Standard rate,Manhattan,Times Sq/Theatre District,Manhattan,Garment District,Dispute,6.5,0,0.5,0,0,1,10.5
52285,2,2023-02-01T15:54:24,2023-02-01T15:59:15,1,0.55,Standard rate,Manhattan,Upper East Side South,Manhattan,Yorkville West,Cash,6.5,0,0.5,0,0,1,10.5
53584,2,2023-02-01T15:49:03,2023-02-01T15:53:32,1,0.62,Standard rate,Manhattan,Manhattan Valley,Manhattan,Upper West Side North,Credit card,6.5,0,0.5,0,0,1,10.5
110214,2,2023-02-02T06:07:02,2023-02-02T06:10:23,1,1.05,Standard rate,Manhattan,Penn Station/Madison Sq West,Manhattan,Midtown North,Cash,6.5,0,0.5,0,0,1,10.5
8443,2,2023-02-01T07:48:59,2023-02-01T07:53:31,1,0.85,Standard rate,Manhattan,Flatiron,Manhattan,West Chelsea/Hudson Yards,Cash,6.5,0,0.5,0,0,1,10.5
35022,2,2023-02-01T12:30:12,2023-02-01T12:34:56,1,0.57,Standard rate,Manhattan,Midtown Center,Manhattan,Garment District,Cash,6.5,0,0.5,0,0,1,10.5
38662,2,2023-02-01T13:47:21,2023-02-01T13:52:52,1,0.45,Standard rate,Manhattan,Kips Bay,Manhattan,Murray Hill,Cash,6.5,0,0.5,0,0,1,10.5
42160,2,2023-02-01T14:57:11,2023-02-01T15:03:57,1,0.64,Standard rate,Manhattan,Midtown South,Manhattan,Midtown Center,Cash,6.5,0,0.5,0,0,1,10.5
42655,2,2023-02-01T14:33:47,2023-02-01T14:36:13,4,0.37,Standard rate,Manhattan,UN/Turtle Bay South,Manhattan,UN/Turtle Bay South,Credit card,4.4,0,0.5,2.1,0,1,10.5
109733,2,2023-02-02T06:38:50,2023-02-02T06:41:18,1,1.13,Standard rate,Manhattan,Upper East Side South,Manhattan,Midtown Center,Cash,6.5,0,0.5,0,0,1,10.5
3939,2,2023-02-01T06:02:02,2023-02-01T06:05:38,1,0.95,Standard rate,Manhattan,Times Sq/Theatre District,Manhattan,Penn Station/Madison Sq West,Cash,6.5,0,0.5,0,0,1,10.5
12396,2,2023-02-01T08:36:13,2023-02-01T08:40:47,1,0.47,Standard rate,Manhattan,Sutton Place/Turtle Bay North,Manhattan,Lenox Hill East,Cash,6.5,0,0.5,0,0,1,10.5
20883,2,2023-02-01T10:49:17,2023-02-01T10:54:30,1,0.72,Standard rate,Manhattan,Midtown East,Manhattan,Midtown North,Cash,6.5,0,0.5,0,0,1,10.5
27866,2,2023-02-01T11:33:49,2023-02-01T11:39:27,1,0.65,Standard rate,Manhattan,Lenox Hill West,Manhattan,Lenox Hill East,Cash,6.5,0,0.5,0,0,1,10.5
30521,2,2023-02-01T12:18:59,2023-02-01T12:24:29,1,0.53,Standard rate,Manhattan,West Village,Manhattan,Greenwich Village North,Cash,6.5,0,0.5,0,0,1,10.5
37509,2,2023-02-01T13:08:35,2023-02-01T13:12:47,5,0.82,Standard rate,Manhattan,Sutton Place/Turtle Bay North,Manhattan,Murray Hill,Cash,6.5,0,0.5,0,0,1,10.5
39078,2,2023-02-01T13:56:54,2023-02-01T14:00:08,1,0.85,Standard rate,Manhattan,Upper West Side North,Manhattan,Bloomingdale,Cash,6.5,0,0.5,0,0,1,10.5
45678,2,2023-02-01T14:30:41,2023-02-01T14:34:34,1,0.73,Standard rate,Manhattan,UN/Turtle Bay South,Manhattan,Sutton Place/Turtle Bay North,Cash,6.5,0,0.5,0,0,1,10.5
5410,2,2023-02-01T07:31:55,2023-02-01T07:35:58,1,0.84,Standard rate,Manhattan,Lenox Hill West,Manhattan,Upper East Side North,Cash,6.5,0,0.5,0,0,1,10.5
16216,2,2023-02-01T09:46:02,2023-02-01T09:48:04,1,0.43,Standard rate,Manhattan,Midtown South,Manhattan,Murray Hill,Credit card,4.4,0,0.5,2.1,0,1,10.5
20868,2,2023-02-01T10:18:42,2023-02-01T10:24:19,2,0,Standard rate,Manhattan,Upper East Side North,Manhattan,Lenox Hill West,Cash,6.5,0,0.5,0,0,1,10.5
23014,2,2023-02-01T10:24:10,2023-02-01T10:29:08,1,0.73,Standard rate,Manhattan,Upper East Side South,Manhattan,Sutton Place/Turtle Bay North,Cash,6.5,0,0.5,0,0,1,10.5
29293,2,2023-02-01T11:53:48,2023-02-01T11:58:19,1,0.75,Standard rate,Manhattan,Sutton Place/Turtle Bay North,Manhattan,Upper East Side South,Cash,6.5,0,0.5,0,0,1,10.5
29331,2,2023-02-01T11:18:38,2023-02-01T11:23:49,1,0.54,Standard rate,Manhattan,Flatiron,Manhattan,West Village,Cash,6.5,0,0.5,0,0,1,10.5
37945,2,2023-02-01T13:31:44,2023-02-01T13:36:03,2,0.69,Standard rate,Manhattan,Murray Hill,Manhattan,Midtown East,Cash,6.5,0,0.5,0,0,1,10.5
39214,2,2023-02-01T13:03:06,2023-02-01T13:05:31,1,0.35,Standard rate,Manhattan,Upper East Side North,Manhattan,Yorkville West,Credit card,4.4,0,0.5,2.1,0,1,10.5
40976,2,2023-02-01T13:59:54,2023-02-01T14:02:15,1,0.45,Standard rate,Manhattan,Garment District,Manhattan,Penn Station/Madison Sq West,Credit card,4.4,0,0.5,2.1,0,1,10.5
41961,2,2023-02-01T14:12:05,2023-02-01T14:17:30,1,0.42,Standard rate,Manhattan,Upper East Side South,Manhattan,Lenox Hill West,No charge,6.5,0,0.5,0,0,1,10.5
43969,2,2023-02-01T14:37:37,2023-02-01T14:43:01,2,0.56,Standard rate,Manhattan,Murray Hill,Manhattan,Kips Bay,Dispute,6.5,0,0.5,0,0,1,10.5
53461,2,2023-02-01T15:15:32,2023-02-01T15:20:32,1,0.45,Standard rate,Manhattan,Yorkville East,Manhattan,Upper East Side North,Cash,6.5,0,0.5,0,0,1,10.5
113392,2,2023-02-02T07:35:33,2023-02-02T07:40:29,1,0.75,Standard rate,Manhattan,Upper East Side South,Manhattan,Upper East Side South,Cash,6.5,0,0.5,0,0,1,10.5
20759,2,2023-02-01T10:59:44,2023-02-01T11:04:31,1,0.55,Standard rate,Manhattan,Murray Hill,Manhattan,UN/Turtle Bay South,Cash,6.5,0,0.5,0,0,1,10.5
48766,2,2023-02-01T15:47:15,2023-02-01T15:49:23,1,0.2,Standard rate,Manhattan,Lenox Hill East,Manhattan,Lenox Hill West,Credit card,4.4,0,0.5,2.1,0,1,10.5
110180,2,2023-02-02T06:31:11,2023-02-02T06:34:41,1,0.91,Standard rate,Manhattan,Garment District,Manhattan,Midtown Center,Credit card,6.5,0,0.5,0,0,1,10.5
11922,2,2023-02-01T08:25:55,2023-02-01T08:30:21,1,0.69,Standard rate,Manhattan,Garment District,Manhattan,Clinton East,Cash,6.5,0,0.5,0,0,1,10.5
24841,2,2023-02-01T11:17:37,2023-02-01T11:22:21,1,0.44,Standard rate,Manhattan,Upper West Side South,Manhattan,Upper West Side North,Cash,6.5,0,0.5,0,0,1,10.5
29860,2,2023-02-01T11:08:08,2023-02-01T11:12:29,2,0.71,Standard rate,Manhattan,Times Sq/Theatre District,Manhattan,Penn Station/Madison Sq West,Cash,6.5,0,0.5,0,0,1,10.5
52029,2,2023-02-01T15:04:00,2023-02-01T15:09:30,1,0.51,Standard rate,Manhattan,Upper East Side South,Manhattan,Upper East Side South,Cash,6.5,0,0.5,0,0,1,10.5
52236,2,2023-02-01T15:21:21,2023-02-01T15:25:22,1,0.69,Standard rate,Manhattan,Lenox Hill East,Manhattan,Yorkville East,Cash,6.5,0,0.5,0,0,1,10.5
17104,2,2023-02-01T09:48:43,2023-02-01T09:52:54,1,0.91,Standard rate,Manhattan,Upper East Side South,Manhattan,Upper East Side North,Cash,6.5,0,0.5,0,0,1,10.5
36535,2,2023-02-01T13:57:16,2023-02-01T14:02:20,1,0.58,Standard rate,Manhattan,Lincoln Square East,Manhattan,Lincoln Square West,Cash,6.5,0,0.5,0,0,1,10.5
38775,2,2023-02-01T13:35:57,2023-02-01T13:41:13,1,0.61,Standard rate,Manhattan,Midtown Center,Manhattan,Midtown South,Cash,6.5,0,0.5,0,0,1,10.5
39882,2,2023-02-01T13:56:37,2023-02-01T14:01:43,2,0.68,Standard rate,Manhattan,Upper East Side North,Manhattan,Yorkville East,Credit card,6.5,0,0.5,0,0,1,10.5
41578,2,2023-02-01T14:30:09,2023-02-01T14:34:34,1,0.86,Standard rate,Manhattan,Penn Station/Madison Sq West,Manhattan,Union Sq,Cash,6.5,0,0.5,0,0,1,10.5
41710,2,2023-02-01T14:49:04,2023-02-01T14:54:37,1,0.53,Standard rate,Manhattan,Midtown East,Manhattan,Midtown Center,Cash,6.5,0,0.5,0,0,1,10.5
45211,2,2023-02-01T14:35:01,2023-02-01T14:39:09,1,0.64,Standard rate,Manhattan,Gramercy,Manhattan,East Village,Cash,6.5,0,0.5,0,0,1,10.5
46309,2,2023-02-01T14:50:05,2023-02-01T14:54:54,2,0.5,Standard rate,Manhattan,Times Sq/Theatre District,Manhattan,Times Sq/Theatre District,Cash,6.5,0,0.5,0,0,1,10.5
46686,2,2023-02-01T14:49:09,2023-02-01T14:54:17,1,0.65,Standard rate,Manhattan,Flatiron,Manhattan,West Village,Cash,6.5,0,0.5,0,0,1,10.5
48805,2,2023-02-01T15:50:57,2023-02-01T15:56:01,1,0.59,Standard rate,Manhattan,Times Sq/Theatre District,Manhattan,Midtown North,Cash,6.5,0,0.5,0,0,1,10.5
109703,2,2023-02-02T06:41:54,2023-02-02T06:46:02,1,0.85,Standard rate,Manhattan,Garment District,Manhattan,Times Sq/Theatre District,Cash,6.5,0,0.5,0,0,1,10.5
110195,2,2023-02-02T06:59:54,2023-02-02T07:01:25,1,0.5,Standard rate,Manhattan,Midtown North,Manhattan,Upper East Side South,Credit card,4.4,0,0.5,2.1,0,1,10.5
8224,2,2023-02-01T07:58:50,2023-02-01T08:00:16,1,0.48,Standard rate,Manhattan,Penn Station/Madison Sq West,Manhattan,Garment District,Credit card,4.4,0,0.5,2.1,0,1,10.5
21196,2,2023-02-01T10:45:00,2023-02-01T10:50:18,1,0.67,Standard rate,Manhattan,Midtown Center,Manhattan,Midtown North,Cash,6.5,0,0.5,0,0,1,10.5
33209,2,2023-02-01T12:42:00,2023-02-01T12:46:40,2,0.85,Standard rate,Manhattan,Clinton East,Manhattan,West Chelsea/Hudson Yards,Cash,6.5,0,0.5,0,0,1,10.5
39660,2,2023-02-01T13:14:56,2023-02-01T13:19:29,1,0.68,Standard rate,Manhattan,Upper West Side South,Manhattan,Upper West Side South,Dispute,6.5,0,0.5,0,0,1,10.5
43248,2,2023-02-01T14:24:49,2023-02-01T14:27:15,1,0.35,Standard rate,Manhattan,East Village,Manhattan,Greenwich Village North,Credit card,4.4,0,0.5,2.1,0,1,10.5
46644,2,2023-02-01T14:27:43,2023-02-01T14:32:15,1,0.88,Standard rate,Manhattan,Upper East Side North,Manhattan,East Harlem South,Cash,6.5,0,0.5,0,0,1,10.5
60145,2,2023-02-01T16:03:25,2023-02-01T16:08:03,1,0.55,Standard rate,Manhattan,Midtown Center,Manhattan,Murray Hill,Cash,6.5,0,0.5,0,0,1,10.5
109071,2,2023-02-02T06:57:51,2023-02-02T07:02:44,6,0.73,Standard rate,Manhattan,Clinton East,Manhattan,Midtown Center,Cash,6.5,0,0.5,0,0,1,10.5
110362,2,2023-02-02T06:46:07,2023-02-02T06:47:49,1,0.45,Standard rate,Manhattan,Lincoln Square East,Manhattan,Lincoln Square East,Credit card,4.4,0,0.5,2.1,0,1,10.5
6707,2,2023-02-01T07:38:50,2023-02-01T07:40:49,1,0.58,Standard rate,Manhattan,Upper East Side North,Manhattan,Yorkville West,Credit card,4.4,0,0.5,2.1,0,1,10.5
8718,2,2023-02-01T07:53:12,2023-02-01T07:58:47,1,0.58,Standard rate,Manhattan,Lenox Hill West,Manhattan,Midtown East,Cash,6.5,0,0.5,0,0,1,10.5
11866,2,2023-02-01T08:03:49,2023-02-01T08:07:47,1,0.82,Standard rate,Manhattan,Yorkville West,Manhattan,Upper East Side North,Dispute,6.5,0,0.5,0,0,1,10.5
13734,2,2023-02-01T08:35:19,2023-02-01T08:40:43,1,0.32,Standard rate,Manhattan,Upper East Side North,Manhattan,Upper East Side North,Cash,6.5,0,0.5,0,0,1,10.5
23266,2,2023-02-01T10:38:11,2023-02-01T10:42:37,1,0.64,Standard rate,Manhattan,Clinton West,Manhattan,Midtown North,Cash,6.5,0,0.5,0,0,1,10.5
28979,2,2023-02-01T11:53:55,2023-02-01T11:59:06,2,0.44,Standard rate,Manhattan,Yorkville West,Manhattan,Upper East Side North,Cash,6.5,0,0.5,0,0,1,10.5
34823,2,2023-02-01T12:54:03,2023-02-01T12:58:08,1,0.57,Standard rate,Manhattan,Upper East Side South,Manhattan,Upper East Side South,Cash,6.5,0,0.5,0,0,1,10.5
41753,2,2023-02-01T14:48:25,2023-02-01T14:53:54,1,0.47,Standard rate,Manhattan,Murray Hill,Manhattan,Midtown Center,Credit card,6.5,0,0.5,0,0,1,10.5
44201,2,2023-02-01T14:54:22,2023-02-01T14:59:35,1,0.51,Standard rate,Manhattan,Midtown North,Manhattan,Midtown East,Cash,6.5,0,0.5,0,0,1,10.5
49811,2,2023-02-01T15:07:07,2023-02-01T15:11:14,2,0.8,Standard rate,Manhattan,Upper West Side South,Manhattan,Lincoln Square East,Cash,6.5,0,0.5,0,0,1,10.5
52529,2,2023-02-01T15:10:45,2023-02-01T15:15:53,1,0.7,Standard rate,Manhattan,Upper West Side South,Manhattan,Lincoln Square West,Cash,6.5,0,0.5,0,0,1,10.5
53910,2,2023-02-01T15:04:35,2023-02-01T15:09:18,1,0.62,Standard rate,Manhattan,Midtown South,Manhattan,Times Sq/Theatre District,Cash,6.5,0,0.5,0,0,1,10.5
5896,2,2023-02-01T07:03:09,2023-02-01T07:07:32,1,0.9,Standard rate,Manhattan,Midtown South,Manhattan,Gramercy,Dispute,6.5,0,0.5,0,0,1,10.5
10122,2,2023-02-01T08:52:00,2023-02-01T08:57:29,1,0.12,Standard rate,Manhattan,Lincoln Square West,Manhattan,Lincoln Square West,Dispute,6.5,0,0.5,0,0,1,10.5
22540,2,2023-02-01T10:31:52,2023-02-01T10:38:25,3,0.7,Standard rate,Manhattan,Yorkville East,Manhattan,Upper East Side North,Cash,6.5,0,0.5,0,0,1,10.5
24672,2,2023-02-01T10:34:50,2023-02-01T10:38:47,1,0.84,Standard rate,Manhattan,Upper East Side North,Manhattan,East Harlem South,Cash,6.5,0,0.5,0,0,1,10.5
49777,2,2023-02-01T15:51:15,2023-02-01T15:55:20,6,0.74,Standard rate,Manhattan,Two Bridges/Seward Park,Manhattan,Little Italy/NoLiTa,Cash,6.5,0,0.5,0,0,1,10.5
4448,2,2023-02-01T06:29:34,2023-02-01T06:34:12,1,0.75,Standard rate,Manhattan,Midtown East,Manhattan,Midtown South,Cash,6.5,0,0.5,0,0,1,10.5
5752,2,2023-02-01T07:07:06,2023-02-01T07:12:49,1,0.22,Standard rate,Manhattan,Penn Station/Madison Sq West,Manhattan,Garment District,Cash,6.5,0,0.5,0,0,1,10.5
