trip_id,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,rate_code_name,PU_Borough,PU_zone,DO_Borough,DO_zone,payment_type_name,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
16445,2,2023-02-01T09:10:15,2023-02-01T09:10:54,1,0.01,Standard rate,Manhattan,Midtown East,Manhattan,Murray Hill,Cash,3,0,0.5,0,0,1,7
109670,2,2023-02-02T06:01:04,2023-02-02T06:01:34,1,0.05,Standard rate,Manhattan,Sutton Place/Turtle Bay North,Manhattan,Sutton Place/Turtle Bay North,Credit card,3,0,0.5,0,0,1,7
15682,2,2023-02-01T09:16:46,2023-02-01T09:17:28,1,0.15,Standard rate,Manhattan,Gramercy,Manhattan,Gramercy,Credit card,3,0,0.5,0,0,1,7
15593,2,2023-02-01T09:58:16,2023-02-01T09:58:27,1,0,Standard rate,Manhattan,Upper West Side North,Manhattan,Upper West Side North,Cash,3,0,0.5,0,0,1,7
9899,2,2023-02-01T08:29:44,2023-02-01T08:29:50,1,0,Standard rate,Manhattan,Upper East Side South,Manhattan,Midtown North,Cash,3,0,0.5,0,0,1,7
32987,2,2023-02-01T12:56:57,2023-02-01T12:57:22,1,0.05,Standard rate,Manhattan,East Village,Manhattan,East Village,Cash,3,0,0.5,0,0,1,7
27277,2,2023-02-01T11:24:17,2023-02-01T11:24:27,2,0.02,Standard rate,Manhattan,Union Sq,Manhattan,Union Sq,Cash,3,0,0.5,0,0,1,7
42690,2,2023-02-01T14:30:26,2023-02-01T14:30:57,1,0.06,Standard rate,Manhattan,Midtown Center,Manhattan,Midtown Center,No charge,3,0,0.5,0,0,1,7
36131,2,2023-02-01T13:56:05,2023-02-01T13:56:17,1,0,Standard rate,Manhattan,TriBeCa/Civic Center,Manhattan,TriBeCa/Civic Center,Cash,3,0,0.5,0,0,1,7
6112,2,2023-02-01T07:21:57,2023-02-01T07:22:17,1,0.04,Standard rate,Manhattan,Upper East Side North,Manhattan,Upper East Side North,Cash,3,0,0.5,0,0,1,7
41825,2,2023-02-01T14:03:29,2023-02-01T14:04:12,1,0.05,Standard rate,Manhattan,Murray Hill,Manhattan,UN/Turtle Bay South,Cash,3,0,0.5,0,0,1,7
109532,2,2023-02-02T06:57:00,2023-02-02T06:57:44,1,0.11,Standard rate,Manhattan,Midtown East,Manhattan,Midtown Center,No charge,3,0,0.5,0,0,1,7
11058,2,2023-02-01T08:43:50,2023-02-01T08:44:00,1,0,Standard rate,Manhattan,Murray Hill,Manhattan,Murray Hill,Cash,3,0,0.5,0,0,1,7
16320,2,2023-02-01T09:48:06,2023-02-01T09:49:05,1,0.02,Standard rate,Manhattan,Clinton East,Manhattan,Clinton East,Cash,3,0,0.5,0,0,1,7
33777,2,2023-02-01T12:15:57,2023-02-01T12:16:16,1,0,Standard rate,Manhattan,Sutton Place/Turtle Bay North,Manhattan,Sutton Place/Turtle Bay North,No charge,3,0,0.5,0,0,1,7
112779,2,2023-02-02T07:00:12,2023-02-02T07:00:25,1,0,Standard rate,Manhattan,TriBeCa/Civic Center,Manhattan,TriBeCa/Civic Center,Cash,3,0,0.5,0,0,1,7
15095,2,2023-02-01T09:00:30,2023-02-01T09:01:03,1,0,Standard rate,Manhattan,Midtown North,Manhattan,Midtown North,Cash,3,0,0.5,0,0,1,7
113477,2,2023-02-02T07:05:35,2023-02-02T07:06:15,1,0,Standard rate,Manhattan,East Chelsea,Manhattan,East Chelsea,Dispute,3,0,0.5,0,0,1,7
41039,2,2023-02-01T13:54:25,2023-02-01T14:00:49,1,0,Standard rate,Manhattan,Midtown North,Manhattan,Midtown North,Cash,3,0,0.5,0,0,1,7
12145,2,2023-02-01T08:50:33,2023-02-01T08:51:10,1,0,Standard rate,Manhattan,Lincoln Square East,Manhattan,Lincoln Square East,Cash,3,0,0.5,0,0,1,7
3752,2,2023-02-01T06:16:43,2023-02-01T06:16:51,1,0,Standard rate,Manhattan,Times Sq/Theatre District,Manhattan,Times Sq/Theatre District,Dispute,3,0,0.5,0,0,1,7
52656,2,2023-02-01T15:05:36,2023-02-01T15:05:52,1,0.02,Standard rate,Manhattan,Flatiron,Manhattan,Flatiron,Cash,3,0,0.5,0,0,1,7
53464,2,2023-02-01T15:48:49,2023-02-01T15:49:41,1,0.01,Standard rate,Manhattan,Murray Hill,Manhattan,Midtown East,No charge,3,0,0.5,0,0,1,7
5186,2,2023-02-01T06:53:01,2023-02-01T06:54:43,1,0,Standard rate,Unknown,NV,Unknown,NV,Cash,3,0,0.5,0,0,1,7
29771,2,2023-02-01T11:07:22,2023-02-01T11:07:39,1,0,Standard rate,Manhattan,Midtown North,Manhattan,Midtown North,Cash,3,0,0.5,0,0,1,7
36158,2,2023-02-01T13:52:17,2023-02-01T13:52:50,1,0,Standard rate,Manhattan,Times Sq/Theatre District,Manhattan,Midtown Center,Cash,3,0,0.5,0,0,1,7
47346,2,2023-02-01T14:05:14,2023-02-01T14:05:20,1,0,Standard rate,Manhattan,Midtown North,Manhattan,Midtown North,Cash,3,0,0.5,0,0,1,7
47426,2,2023-02-01T14:53:00,2023-02-01T14:53:48,2,0,Standard rate,Manhattan,Midtown East,Manhattan,Midtown East,Cash,3,0,0.5,0,0,1,7
53794,2,2023-02-01T15:33:36,2023-02-01T15:33:43,4,0,Standard rate,Manhattan,Penn Station/Madison Sq West,Manhattan,Penn Station/Madison Sq West,Cash,3,0,0.5,0,0,1,7
10928,2,2023-02-01T08:54:57,2023-02-01T08:55:51,1,0,Standard rate,Manhattan,West Chelsea/Hudson Yards,Manhattan,West Chelsea/Hudson Yards,Cash,3,0,0.5,0,0,1,7
31442,2,2023-02-01T12:27:29,2023-02-01T12:27:55,1,0.02,Standard rate,Manhattan,Upper West Side South,Manhattan,Upper West Side South,Cash,3,0,0.5,0,0,1,7
16033,2,2023-02-01T09:02:47,2023-02-01T09:03:14,1,0,Standard rate,Manhattan,West Chelsea/Hudson Yards,Manhattan,West Chelsea/Hudson Yards,Cash,3,0,0.5,0,0,1,7
17311,2,2023-02-01T09:58:55,2023-02-01T10:05:21,1,0,Standard rate,Manhattan,Clinton East,Manhattan,Clinton East,Cash,3,0,0.5,0,0,1,7
47421,2,2023-02-01T14:45:32,2023-02-01T14:46:08,1,0.03,Standard rate,Manhattan,Murray Hill,Manhattan,Murray Hill,Cash,3,0,0.5,0,0,1,7
111448,2,2023-02-02T07:44:32,2023-02-02T07:44:58,1,0.02,Standard rate,Manhattan,Yorkville West,Manhattan,Yorkville West,Cash,3,0,0.5,0,0,1,7
46256,2,2023-02-01T14:38:31,2023-02-01T14:39:19,1,0.04,Standard rate,Manhattan,Midtown East,Manhattan,Midtown East,Cash,3,0,0.5,0,0,1,7
47121,2,2023-02-01T14:01:20,2023-02-01T14:02:12,1,0,Standard rate,Manhattan,Midtown North,Manhattan,Midtown North,Cash,3,0,0.5,0,0,1,7
47516,2,2023-02-01T14:13:54,2023-02-01T14:14:15,1,0.06,Standard rate,Manhattan,Upper East Side North,Manhattan,Yorkville West,Dispute,3,0,0.5,0,0,1,7
75359,2,2023-02-01T18:15:50,2023-02-01T18:15:53,1,0,Standard rate,Manhattan,UN/Turtle Bay South,Manhattan,UN/Turtle Bay South,Dispute,3,0,0.5,0,0,1,7
23438,2,2023-02-01T10:09:38,2023-02-01T10:10:14,1,0.05,Standard rate,Manhattan,Central Park,Manhattan,Central Park,Credit card,3,0,0.5,0,0,1,7
3727,2,2023-02-01T06:05:11,2023-02-01T06:05:50,1,0,Standard rate,Manhattan,Upper West Side South,Manhattan,Upper West Side South,Dispute,3,0,0.5,0,0,1,7
14071,2,2023-02-01T08:54:39,2023-02-01T08:54:50,1,0,Standard rate,Manhattan,Midtown North,Manhattan,Midtown North,Cash,3,0,0.5,0,0,1,7
35308,2,2023-02-01T12:30:30,2023-02-01T12:31:12,1,0.11,Standard rate,Manhattan,Lincoln Square East,Manhattan,Lincoln Square East,Dispute,3,0,0.5,0,0,1,7
29813,2,2023-02-01T11:02:06,2023-02-01T11:02:19,1,0,Standard rate,Manhattan,Clinton East,Manhattan,Clinton West,Dispute,3,0,0.5,0,0,1,7
7965,2,2023-02-01T07:35:52,2023-02-01T07:36:00,1,0.01,Standard rate,Manhattan,Central Park,Manhattan,Central Park,Cash,3,0,0.5,0,0,1,7
12477,2,2023-02-01T08:05:41,2023-02-01T08:06:07,1,0.02,Standard rate,Manhattan,Union Sq,Manhattan,Greenwich Village North,Credit card,3,0,0.5,0,0,1,7
18810,2,2023-02-01T09:30:03,2023-02-01T09:34:35,1,0,Standard rate,Manhattan,Upper East Side North,Manhattan,Upper East Side South,Cash,3,0,0.5,0,0,1,7
25996,2,2023-02-01T11:51:41,2023-02-01T11:51:49,1,0,Standard rate,Manhattan,Lincoln Square West,Manhattan,Lincoln Square West,Dispute,3,0,0.5,0,0,1,7
51366,2,2023-02-01T15:07:57,2023-02-01T15:08:17,6,0,Standard rate,Manhattan,Upper East Side North,Manhattan,Upper East Side North,No charge,3,0,0.5,0,0,1,7
46410,2,2023-02-01T14:48:34,2023-02-01T14:48:45,1,0,Standard rate,Manhattan,Penn Station/Madison Sq West,Manhattan,Penn Station/Madison Sq West,Dispute,3,0,0.5,0,0,1,7
51688,2,2023-02-01T15:01:46,2023-02-01T15:02:22,1,0.01,Standard rate,Manhattan,Upper West Side North,Manhattan,Upper West Side South,Dispute,3,0,0.5,0,0,1,7
41089,2,2023-02-01T13:25:32,2023-02-01T13:25:46,1,0,Standard rate,Manhattan,Midtown East,Manhattan,Gramercy,Cash,3,0,0.5,0,0,1,7
24317,2,2023-02-01T10:16:11,2023-02-01T10:16:55,1,0.03,Standard rate,Manhattan,East Chelsea,Manhattan,Penn Station/Madison Sq West,No charge,3,0,0.5,0,0,1,7
45672,2,2023-02-01T14:14:02,2023-02-01T14:14:07,1,0.01,Standard rate,Manhattan,Midtown South,Manhattan,Midtown South,Cash,3,0,0.5,0,0,1,7
53098,2,2023-02-01T15:52:27,2023-02-01T15:52:35,1,0,Standard rate,Manhattan,Midtown South,Manhattan,Midtown South,Cash,3,0,0.5,0,0,1,7
31275,2,2023-02-01T12:02:28,2023-02-01T12:02:54,2,0.01,Standard rate,Manhattan,Midtown East,Manhattan,Midtown East,No charge,3,0,0.5,0,0,1,7
4248,2,2023-02-01T06:48:34,2023-02-01T06:48:49,1,0.02,Standard rate,Manhattan,Midtown East,Manhattan,Midtown East,Cash,3,0,0.5,0,0,1,7
40032,2,2023-02-01T13:01:53,2023-02-01T13:02:34,1,0.12,Standard rate,Manhattan,Flatiron,Manhattan,Union Sq,Dispute,3,0,0.5,0,0,1,7
28269,2,2023-02-01T11:27:11,2023-02-01T11:28:08,1,0.03,Standard rate,Manhattan,Upper East Side North,Manhattan,Upper East Side North,Dispute,3,0,0.5,0,0,1,7
41407,2,2023-02-01T13:47:56,2023-02-01T13:48:22,1,0,Standard rate,Manhattan,Upper East Side South,Manhattan,Upper East Side South,Cash,3,0,0.5,0,0,1,7
52944,2,2023-02-01T15:46:18,2023-02-01T15:46:49,1,0.16,Standard rate,Manhattan,Clinton East,Manhattan,Clinton East,Dispute,3,0,0.5,0,0,1,7
15635,2,2023-02-01T09:32:24,2023-02-01T09:32:34,1,0.01,Standard rate,Manhattan,Midtown South,Manhattan,Midtown South,Dispute,3,0,0.5,0,0,1,7
29912,2,2023-02-01T11:10:50,2023-02-01T11:10:56,1,0,Standard rate,Manhattan,Clinton West,Manhattan,Clinton West,Cash,3,0,0.5,0,0,1,7
46915,2,2023-02-01T14:28:03,2023-02-01T14:28:07,1,0.01,Standard rate,Manhattan,East Harlem South,Manhattan,East Harlem South,Cash,3,0,0.5,0,0,1,7
23662,2,2023-02-01T10:18:08,2023-02-01T10:19:03,1,0.04,Standard rate,Manhattan,Upper West Side North,Manhattan,Upper West Side South,Cash,3,0,0.5,0,0,1,7
36199,2,2023-02-01T13:11:37,2023-02-01T13:12:20,1,0.06,Standard rate,Manhattan,Lower East Side,Manhattan,Lower East Side,No charge,3,0,0.5,0,0,1,7
46409,2,2023-02-01T14:48:34,2023-02-01T14:48:45,1,0,Standard rate,Manhattan,Penn Station/Madison Sq West,Manhattan,Penn Station/Madison Sq West,Dispute,-3,0,-0.5,0,0,-1,-7
52943,2,2023-02-01T15:46:18,2023-02-01T15:46:49,1,0.16,Standard rate,Manhattan,Clinton East,Manhattan,Clinton East,Dispute,-3,0,-0.5,0,0,-1,-7
113476,2,2023-02-02T07:05:35,2023-02-02T07:06:15,1,0,Standard rate,Manhattan,East Chelsea,Manhattan,East Chelsea,Dispute,-3,0,-0.5,0,0,-1,-7
3751,2,2023-02-01T06:16:43,2023-02-01T06:16:51,1,0,Standard rate,Manhattan,Times Sq/Theatre District,Manhattan,Times Sq/Theatre District,Dispute,-3,0,-0.5,0,0,-1,-7
16444,2,2023-02-01T09:10:15,2023-02-01T09:10:54,1,0.01,Standard rate,Manhattan,Midtown East,Manhattan,Midtown East,Cash,-3,0,-0.5,0,0,-1,-7
51365,2,2023-02-01T15:07:57,2023-02-01T15:08:17,6,0,Standard rate,Manhattan,Upper East Side North,Manhattan,Upper East Side North,No charge,-3,0,-0.5,0,0,-1,-7
53463,2,2023-02-01T15:48:49,2023-02-01T15:49:41,1,0.01,Standard rate,Manhattan,Murray Hill,Manhattan,Murray Hill,No charge,-3,0,-0.5,0,0,-1,-7
25995,2,2023-02-01T11:51:41,2023-02-01T11:51:49,1,0,Standard rate,Manhattan,Lincoln Square West,Manhattan,Lincoln Square West,Dispute,-3,0,-0.5,0,0,-1,-7
33776,2,2023-02-01T12:15:57,2023-02-01T12:16:16,1,0,Standard rate,Manhattan,Sutton Place/Turtle Bay North,Manhattan,Sutton Place/Turtle Bay North,No charge,-3,0,-0.5,0,0,-1,-7
36198,2,2023-02-01T13:11:37,2023-02-01T13:12:20,1,0.06,Standard rate,Manhattan,Lower East Side,Manhattan,Lower East Side,No charge,-3,0,-0.5,0,0,-1,-7
45671,2,2023-02-01T14:14:02,2023-02-01T14:14:07,1,0.01,Standard rate,Manhattan,Midtown South,Manhattan,Midtown South,Cash,-3,0,-0.5,0,0,-1,-7
75358,2,2023-02-01T18:15:50,2023-02-01T18:15:53,1,0,Standard rate,Manhattan,UN/Turtle Bay South,Manhattan,UN/Turtle Bay South,Dispute,-3,0,-0.5,0,0,-1,-7
35307,2,2023-02-01T12:30:30,2023-02-01T12:31:12,1,0.11,Standard rate,Manhattan,Lincoln Square East,Manhattan,Lincoln Square East,Dispute,-3,0,-0.5,0,0,-1,-7
24316,2,2023-02-01T10:16:11,2023-02-01T10:16:55,1,0.03,Standard rate,Manhattan,East Chelsea,Manhattan,Penn Station/Madison Sq West,No charge,-3,0,-0.5,0,0,-1,-7
51687,2,2023-02-01T15:01:46,2023-02-01T15:02:22,1,0.01,Standard rate,Manhattan,Upper West Side North,Manhattan,Upper West Side North,Dispute,-3,0,-0.5,0,0,-1,-7
15634,2,2023-02-01T09:32:24,2023-02-01T09:32:34,1,0.01,Standard rate,Manhattan,Midtown South,Manhattan,Midtown South,Dispute,-3,0,-0.5,0,0,-1,-7
3726,2,2023-02-01T06:05:11,2023-02-01T06:05:50,1,0,Standard rate,Manhattan,Upper West Side South,Manhattan,Upper West Side South,Dispute,-3,0,-0.5,0,0,-1,-7
31274,2,2023-02-01T12:02:28,2023-02-01T12:02:54,2,0.01,Standard rate,Manhattan,Midtown East,Manhattan,Midtown East,No charge,-3,0,-0.5,0,0,-1,-7
40031,2,2023-02-01T13:01:53,2023-02-01T13:02:34,1,0.12,Standard rate,Manhattan,Flatiron,Manhattan,Flatiron,Dispute,-3,0,-0.5,0,0,-1,-7
42689,2,2023-02-01T14:30:26,2023-02-01T14:30:57,1,0.06,Standard rate,Manhattan,Midtown Center,Manhattan,Midtown Center,No charge,-3,0,-0.5,0,0,-1,-7
109531,2,2023-02-02T06:57:00,2023-02-02T06:57:44,1,0.11,Standard rate,Manhattan,Midtown East,Manhattan,Midtown Center,No charge,-3,0,-0.5,0,0,-1,-7
28268,2,2023-02-01T11:27:11,2023-02-01T11:28:08,1,0.03,Standard rate,Manhattan,Upper East Side North,Manhattan,Upper East Side North,Dispute,-3,0,-0.5,0,0,-1,-7
47515,2,2023-02-01T14:13:54,2023-02-01T14:14:15,1,0.06,Standard rate,Manhattan,Upper East Side North,Manhattan,Upper East Side North,Dispute,-3,0,-0.5,0,0,-1,-7
29812,2,2023-02-01T11:02:06,2023-02-01T11:02:19,1,0,Standard rate,Manhattan,Clinton East,Manhattan,Clinton East,Dispute,-3,0,-0.5,0,0,-1,-7
72570,2,2023-02-01T18:26:18,2023-02-01T18:26:30,1,0,Negotiated fare,Unknown,NV,Unknown,NV,Credit card,6.5,0,0,0,0,1,7.5
10555,2,2023-02-01T08:51:39,2023-02-01T08:56:09,2,0.66,Standard rate,Manhattan,East Harlem South,Manhattan,East Harlem South,Cash,6.5,0,0.5,0,0,1,8
29242,2,2023-02-01T11:37:54,2023-02-01T11:42:16,1,0.97,Standard rate,Manhattan,East Harlem South,Manhattan,East Harlem South,Credit card,6.5,0,0.5,0,0,1,8
109059,1,2023-02-02T06:42:09,2023-02-02T06:47:20,1,1.1,Standard rate,Queens,Queensbridge/Ravenswood,Queens,Long Island City/Hunters Point,Cash,6.5,0,0.5,0,0,1,8
29428,1,2023-02-01T11:18:12,2023-02-01T11:18:53,1,0,Negotiated fare,Manhattan,Midtown Center,Manhattan,Midtown Center,Credit card,7,0,0,0,0,1,8
111739,1,2023-02-02T07:08:54,2023-02-02T07:12:28,1,0.8,Standard rate,Manhattan,East Harlem South,Manhattan,East Harlem North,Cash,6.5,0,0.5,0,0,1,8
51667,2,2023-02-01T15:19:40,2023-02-01T15:23:58,1,0.81,Standard rate,Manhattan,East Harlem South,Manhattan,East Harlem North,Cash,6.5,0,0.5,0,0,1,8
113675,2,2023-02-02T07:55:15,2023-02-02T07:55:43,1,0.13,Standard rate,Manhattan,Financial District North,Manhattan,Financial District South,Credit card,3,0,0.5,1,0,1,8
38931,2,2023-02-01T13:08:23,2023-02-01T13:12:57,3,0.67,Standard rate,Manhattan,Morningside Heights,Manhattan,Morningside Heights,Cash,6.5,0,0.5,0,0,1,8
25644,2,2023-02-01T11:25:56,2023-02-01T11:30:08,6,0.71,Standard rate,Manhattan,Morningside Heights,Manhattan,Bloomingdale,Cash,6.5,0,0.5,0,0,1,8
24906,1,2023-02-01T11:09:46,2023-02-01T11:21:15,1,1,Standard rate,Manhattan,East Harlem South,Manhattan,East Harlem North,Cash,6.5,0,0.5,0,0,1,8
35080,2,2023-02-01T12:37:33,2023-02-01T12:41:22,1,0.84,Standard rate,Manhattan,Upper West Side North,Manhattan,Morningside Heights,Cash,6.5,0,0.5,0,0,1,8
10910,2,2023-02-01T08:12:12,2023-02-01T08:19:31,2,0.57,Standard rate,Manhattan,East Harlem North,Manhattan,Central Harlem,Cash,6.5,0,0.5,0,0,1,8
32179,2,2023-02-01T12:31:59,2023-02-01T12:36:55,1,0.76,Standard rate,Manhattan,East Harlem South,Manhattan,Central Harlem,Cash,6.5,0,0.5,0,0,1,8
5238,1,2023-02-01T07:03:28,2023-02-01T07:08:31,1,1,Standard rate,Queens,Queensbridge/Ravenswood,Queens,Long Island City/Hunters Point,Cash,6.5,0,0.5,0,0,1,8
35775,2,2023-02-01T13:55:39,2023-02-01T14:00:05,1,0.79,Standard rate,Manhattan,East Harlem North,Manhattan,East Harlem North,Cash,6.5,0,0.5,0,0,1,8
42514,1,2023-02-01T14:49:04,2023-02-01T14:54:24,1,0.6,Standard rate,Manhattan,Morningside Heights,Manhattan,Morningside Heights,Cash,6.5,0,0.5,0,0,1,8
17206,1,2023-02-01T09:16:55,2023-02-01T09:23:06,1,0.7,Standard rate,Manhattan,Morningside Heights,Manhattan,Manhattanville,Credit card,6.5,0,0.5,0,0,1,8
19454,2,2023-02-01T10:04:38,2023-02-01T10:08:35,1,0.86,Standard rate,Queens,Astoria,Queens,Old Astoria,Cash,6.5,0,0.5,0,0,1,8
9571,2,2023-02-01T08:58:29,2023-02-01T09:02:54,1,0.8,Standard rate,Manhattan,Central Harlem,Manhattan,Central Harlem,Credit card,6.5,0,0.5,0,0,1,8
12416,2,2023-02-01T08:20:33,2023-02-01T08:24:42,1,0.66,Standard rate,Manhattan,Manhattanville,Manhattan,Manhattanville,Cash,6.5,0,0.5,0,0,1,8
32744,1,2023-02-01T12:27:03,2023-02-01T12:31:20,1,0.7,Standard rate,Manhattan,East Harlem North,Manhattan,Central Harlem,Cash,6.5,0,0.5,0,0,1,8
21372,2,2023-02-01T10:57:45,2023-02-01T11:01:08,1,0.83,Standard rate,Manhattan,Upper West Side North,Manhattan,Upper East Side North,Cash,6.5,0,0.5,0,0,1,8
43055,2,2023-02-01T14:16:33,2023-02-01T14:20:13,1,0.74,Standard rate,Manhattan,Manhattan Valley,Manhattan,Manhattan Valley,Cash,6.5,0,0.5,0,0,1,8
16004,2,2023-02-01T09:08:44,2023-02-01T09:13:43,1,0.72,Standard rate,Manhattan,Central Harlem,Manhattan,Central Harlem North,Cash,6.5,0,0.5,0,0,1,8
55732,2,2023-02-01T16:11:09,2023-02-01T16:15:21,1,0.64,Standard rate,Manhattan,Morningside Heights,Manhattan,Bloomingdale,Credit card,6.5,0,0.5,0,0,1,8
109718,2,2023-02-02T06:06:40,2023-02-02T06:09:27,1,1.04,Standard rate,Manhattan,Upper West Side North,Manhattan,Upper East Side North,Cash,6.5,0,0.5,0,0,1,8
15071,1,2023-02-01T09:03:51,2023-02-01T09:08:59,1,0.6,Standard rate,Manhattan,East Harlem North,Manhattan,Central Harlem,Cash,6.5,0,0.5,0,0,1,8
39237,2,2023-02-01T13:02:53,2023-02-01T13:07:42,1,0.84,Standard rate,Manhattan,East Harlem South,Manhattan,East Harlem North,Credit card,6.5,0,0.5,0,0,1,8
3828,1,2023-02-01T06:53:51,2023-02-01T06:56:37,1,0.9,Standard rate,Manhattan,Central Harlem North,Manhattan,Central Harlem,Cash,6.5,0,0.5,0,0,1,8
18768,2,2023-02-01T09:49:16,2023-02-01T09:52:50,1,0.78,Standard rate,Manhattan,East Harlem South,Manhattan,East Harlem North,Credit card,6.5,0,0.5,0,0,1,8
34720,1,2023-02-01T12:13:09,2023-02-01T12:17:07,1,0.9,Standard rate,Bronx,Norwood,Bronx,Williamsbridge/Olinville,Cash,6.5,0,0.5,0,0,1,8
37869,2,2023-02-01T13:47:39,2023-02-01T13:51:18,1,0.82,Standard rate,Manhattan,Bloomingdale,Manhattan,Morningside Heights,Cash,6.5,0,0.5,0,0,1,8
28874,2,2023-02-01T11:23:16,2023-02-01T11:28:16,1,0.88,Standard rate,Manhattan,Upper West Side North,Manhattan,Morningside Heights,Cash,6.5,0,0.5,0,0,1,8
41992,1,2023-02-01T14:45:36,2023-02-01T14:49:50,2,0.5,Standard rate,Manhattan,Bloomingdale,Manhattan,Upper West Side North,Cash,6.5,0,0.5,0,0,1,8
31739,1,2023-02-01T12:34:40,2023-02-01T12:40:41,1,0.7,Standard rate,Manhattan,East Harlem South,Manhattan,East Harlem North,Cash,6.5,0,0.5,0,0,1,8
47519,1,2023-02-01T15:17:00,2023-02-01T15:22:05,1,0.8,Standard rate,Queens,Queensbridge/Ravenswood,Queens,Long Island City/Hunters Point,Cash,6.5,0,0.5,0,0,1,8
3666,2,2023-02-01T06:16:37,2023-02-01T06:20:30,1,1,Standard rate,Queens,Jackson Heights,Queens,Jackson Heights,Credit card,6.5,0,0.5,0,0,1,8
5993,2,2023-02-01T07:58:37,2023-02-01T08:03:23,1,0.73,Standard rate,Manhattan,Manhattan Valley,Manhattan,Manhattan Valley,Credit card,6.5,0,0.5,0,0,1,8
47917,2,2023-02-01T15:47:54,2023-02-01T15:52:26,1,0.8,Standard rate,Manhattan,Manhattan Valley,Manhattan,Morningside Heights,Cash,6.5,0,0.5,0,0,1,8
44305,2,2023-02-01T14:38:48,2023-02-01T14:44:53,1,0.78,Standard rate,Manhattan,Central Harlem,Manhattan,Morningside Heights,Cash,6.5,0,0.5,0,0,1,8
10278,1,2023-02-01T08:41:38,2023-02-01T08:45:51,2,0.6,Standard rate,Manhattan,East Harlem South,Manhattan,East Harlem South,Cash,6.5,0,0.5,0,0,1,8
29637,2,2023-02-01T11:51:33,2023-02-01T11:56:16,1,0.74,Standard rate,Manhattan,Upper West Side North,Manhattan,Morningside Heights,Cash,6.5,0,0.5,0,0,1,8
11266,2,2023-02-01T08:26:51,2023-02-01T08:31:51,1,0.7,Standard rate,Manhattan,Central Harlem North,Manhattan,Manhattanville,Cash,6.5,0,0.5,0,0,1,8
32914,2,2023-02-01T12:16:43,2023-02-01T12:18:27,1,0.14,Standard rate,Manhattan,Lincoln Square West,Manhattan,Midtown Center,Credit card,3.7,0,0.5,0.3,0,1,8
40966,2,2023-02-01T13:52:46,2023-02-01T13:56:06,1,0.85,Standard rate,Manhattan,East Harlem North,Manhattan,Yorkville West,Cash,6.5,0,0.5,0,0,1,8
113892,2,2023-02-02T07:33:18,2023-02-02T07:37:50,1,0.85,Standard rate,Manhattan,East Harlem North,Manhattan,East Harlem South,Cash,6.5,0,0.5,0,0,1,8
21777,2,2023-02-01T10:16:24,2023-02-01T10:21:19,2,0.5,Standard rate,Manhattan,Manhattanville,Manhattan,Hamilton Heights,Cash,6.5,0,0.5,0,0,1,8
23546,1,2023-02-01T10:33:10,2023-02-01T10:38:07,1,0.7,Standard rate,Manhattan,East Harlem North,Manhattan,East Harlem South,Cash,6.5,0,0.5,0,0,1,8
20554,1,2023-02-01T10:47:30,2023-02-01T10:51:52,1,0.8,Standard rate,Queens,Forest Hills,Queens,Forest Hills,Cash,6.5,0,0.5,0,0,1,8
13385,2,2023-02-01T08:55:29,2023-02-01T09:00:37,1,0.45,Standard rate,Manhattan,Central Harlem North,Manhattan,East Harlem South,Credit card,6.5,0,0.5,0,0,1,8
38817,2,2023-02-01T13:53:26,2023-02-01T13:57:38,1,0.7,Standard rate,Manhattan,Manhattanville,Manhattan,Manhattanville,Cash,6.5,0,0.5,0,0,1,8
50848,2,2023-02-01T15:49:35,2023-02-01T15:53:11,1,0.74,Standard rate,Manhattan,Manhattan Valley,Manhattan,Bloomingdale,Credit card,5.8,0,0.5,1.2,0,1,8.5
39087,2,2023-02-01T13:18:32,2023-02-01T13:23:16,1,0.44,Standard rate,Manhattan,Morningside Heights,Manhattan,Morningside Heights,Credit card,6.5,0,0.5,1,0,1,9
33953,2,2023-02-01T12:56:51,2023-02-01T12:59:57,1,1.05,Standard rate,Manhattan,Central Harlem,Manhattan,East Harlem South,Credit card,6.5,0,0.5,1,0,1,9
11978,1,2023-02-01T08:07:30,2023-02-01T08:10:33,2,0.9,Standard rate,Manhattan,Morningside Heights,Manhattan,Bloomingdale,Credit card,6.5,0,0.5,1,0,1,9
15931,2,2023-02-01T09:59:04,2023-02-01T10:01:27,5,0.51,Standard rate,Queens,Astoria,Queens,Long Island City/Queens Plaza,Credit card,5.1,0,0.5,2.4,0,1,9
15841,2,2023-02-01T09:04:27,2023-02-01T09:08:55,1,0.86,Standard rate,Manhattan,Manhattan Valley,Manhattan,Upper West Side North,Credit card,6.5,0,0.5,1,0,1,9
16644,2,2023-02-01T09:41:03,2023-02-01T09:45:30,1,0.78,Standard rate,Manhattan,East Harlem South,Manhattan,East Harlem South,Credit card,6.5,0,0.5,1,0,1,9
14160,2,2023-02-01T09:44:23,2023-02-01T09:49:21,1,0.54,Standard rate,Brooklyn,Williamsburg (South Side),Brooklyn,Williamsburg (South Side),Credit card,6.5,0,0.5,1,0,1,9
